movie_id,title,industry,genre,budget_million,release_year,runtime_min,critic_rating,audience_rating,review_sentiment,review_volume,star_power,social_media_buzz,marketing_spend_million,box_office_collection
1017,Toofan (2023),Hindi,Drama,61.28,2015,152,5.4,5.5,0.82,1174,2.7,2302,55.15,328.82
1018,Mary Kom (2011),Hindi,Action,45.96,2012,145,7.1,8.1,0.01,3480,5.1,10,11.38,291.37
1019,Vikram (2024) (2014),Tamil,Thriller,72.05,2018,154,7.0,8.3,-0.9,351,2.5,1202,30.78,134.11
1020,Vicky Donor (2012) (2025),Hindi,Action,239.13,2012,144,6.7,5.9,-0.33,3159,4.1,1720,51.59,1030.98
1021,Jai Bhim (2024) (2014),Hindi,Thriller,173.13,2016,151,7.9,7.3,-0.07,960,5.1,2009,75.89,956.73
1022,Lootera (2024),Hindi,Romance,288.07,2025,131,6.9,7.6,-0.39,2271,7.8,3480,23.93,1365.14
1023,Master (2018),Telugu,Romance,4.32,2023,137,5.7,6.3,-0.94,2232,3.5,292,3.89,28.07
1024,Toilet: Ek Prem Katha (2013),Malayalam,Comedy,62.94,2012,147,7.3,8.1,-0.62,2121,5.7,2710,42.51,143.66
1025,Mahanati (2020),Hindi,Comedy,258.91,2010,134,7.3,6.3,0.53,3097,6.6,570,35.46,1396.42
1026,Lucifer (2022),Tamil,Drama,12.65,2012,144,5.8,6.0,-0.29,628,9.6,2378,11.38,90.39
1027,Thuppakki (2025) (2021),Hindi,Romance,75.2,2022,134,8.4,9.6,0.07,2526,8.3,89,21.58,612.11
1028,Angamaly Diaries (2013) (2016),Tamil,Biopic,81.39,2012,143,6.0,6.0,-0.5,2030,5.7,1131,40.53,311.12
1029,Gully Boy (2024) (2024),Telugu,Action,95.44,2013,142,5.8,5.9,0.51,3821,6.3,1948,25.09,255.97
1030,Sairat (2017),Marathi,Drama,76.1,2019,141,5.7,5.3,0.54,1509,4.6,113,22.37,101.82
1031,Vicky Donor (2023),Hindi,Action,83.9,2025,131,5.2,6.1,0.91,2746,5.6,4018,69.34,243.03
1032,Roberrt,Telugu,Comedy,88.8,2018,125,7.0,9.3,0.55,331,6.4,10,55.51,418.14
1033,Vicky Donor (2012) (2016),Tamil,Drama,9.46,2017,144,6.2,7.9,-0.26,2935,10.0,660,8.51,60.04
1034,Asuran (2013),Hindi,Drama,36.31,2023,153,6.3,7.6,0.41,3845,7.6,2092,32.68,256.55
1035,Madras (2017),Hindi,Comedy,9.74,2010,133,5.8,5.6,-0.98,655,6.7,4570,8.77,284.19
1036,English Vinglish (2017) (2022),Hindi,Romance,118.54,2016,131,7.0,5.6,0.16,1374,4.5,2676,19.22,729.36
1037,Stree (2015),Hindi,Drama,232.94,2015,110,6.4,7.1,0.33,671,3.8,2850,47.83,1146.96
1038,Fukrey Returns (2012),Telugu,Action,73.83,2017,134,4.2,7.6,-0.4,1820,8.4,4227,46.44,153.64
1039,Mimi (2019),Malayalam,Romance,12.48,2022,148,5.9,5.8,0.31,142,7.0,87,11.23,29.85
1040,Bareilly Ki Barfi (2011),Hindi,Sports,139.85,2016,142,5.9,7.5,-0.01,1049,6.2,836,33.21,1107.08
1041,Thondimuthalum Driksakshiyum (2019),Tamil,Musical,76.62,2020,152,6.5,7.3,0.29,606,5.0,256,37.23,100.02
1042,Premam (2015) (2010),Tamil,Action,81.7,2011,155,6.1,5.4,0.3,2438,5.3,10,14.04,59.24
1043,Rockstar (2017),Bengali,Comedy,9.43,2013,121,7.5,7.0,0.83,975,10.0,1499,8.49,59.21
1044,English Vinglish (2014),Telugu,Thriller,86.24,2014,136,5.2,5.3,-0.97,1017,6.1,3393,68.06,113.27
1045,Barfi! (2015),Malayalam,Action,55.95,2013,138,6.6,6.8,0.73,2147,3.8,10,6.38,192.27
1046,Jailer (2016),Hindi,Drama,90.01,2013,125,6.2,7.2,-0.31,2161,3.9,2756,49.66,402.07
1047,KGF: Chapter 1 (2015) (2018),Telugu,Comedy,65.14,2020,130,6.5,6.0,-0.55,3601,6.7,3750,58.63,446.67
1048,Krrish 3 (2013),Hindi,Drama,291.22,2023,139,7.3,7.8,0.69,2848,5.8,3356,4.36,558.52
1049,Chhichhore (2010),Telugu,Action,70.7,2015,130,6.8,7.1,-0.21,3072,5.8,2649,57.84,334.74
1050,Petta (2020),Malayalam,Crime,64.1,2023,149,7.4,7.3,0.15,1423,7.7,10,48.84,108.37
1051,Andhadhun (2015) (2011),Hindi,Crime,153.45,2015,142,6.4,5.2,-0.64,1511,8.4,827,43.97,648.93
1052,Happy New Year (2023),Tamil,Family,16.55,2022,150,6.7,7.3,-0.41,1955,7.4,10,14.9,56.01
1053,Rockstar (2022) (2017),Tamil,Action,39.26,2020,150,6.6,5.5,-0.98,3414,6.0,2271,35.33,176.69
1054,Rockstar (2025),Telugu,Drama,28.0,2025,126,5.7,5.6,0.28,1414,10.0,10,10.23,63.89
1055,Yeh Jawaani Hai Deewani (2017),Tamil,Crime,6.3,2012,149,7.7,8.9,0.43,887,9.8,677,5.67,64.1
1056,The Kashmir Files (2024),Marathi,Sports,92.05,2010,149,7.2,6.2,0.35,2373,2.6,2122,54.85,293.32
1057,Sanju (2018),Hindi,Romance,226.57,2023,149,7.3,7.6,-0.89,1500,9.5,2312,10.19,1617.13
1058,Mary Kom (2023),Hindi,Musical,110.58,2012,124,7.0,6.5,0.01,1386,3.4,1456,58.79,351.06
1059,Singham (2011),Hindi,Biopic,261.81,2015,156,6.0,7.1,-0.56,2802,5.7,1595,67.93,1783.27
1060,Vicky Donor (2018),Bengali,Thriller,80.39,2014,114,5.5,4.6,-0.29,1854,5.4,981,72.35,324.94
1061,Gully Boy (2024) (2012),Hindi,Drama,292.07,2021,125,5.6,5.6,-0.16,3423,1.8,10,26.46,551.12
1062,Brahmastra (2021),Tamil,Comedy,77.35,2010,120,7.3,8.0,0.48,2727,6.0,10,46.66,167.82
1063,Thuppakki (2018),Hindi,Action,189.2,2017,155,6.0,8.0,0.95,1461,6.8,4298,2.6,758.74
1064,Vada Chennai (2012) (2018),Hindi,Biopic,121.7,2025,128,6.6,6.4,0.72,1697,7.7,1888,55.22,1019.8
1065,Sivaji (2019),Hindi,Thriller,7.18,2010,157,4.6,4.8,-0.67,2669,2.4,2076,6.46,185.43
1066,Paan Singh Tomar (2024),Hindi,Family,254.0,2010,147,6.8,6.5,-0.88,1686,6.9,2889,56.04,1287.31
1067,Haider (2018),Malayalam,Family,23.29,2018,138,6.4,5.1,0.02,1723,3.4,480,20.96,47.86
1068,Barfi! (2020),Marathi,Romance,87.06,2024,137,7.7,5.3,-0.1,2289,6.4,1980,10.56,288.69
1069,Aruvi (2021) (2011),Hindi,Thriller,123.34,2024,117,6.9,6.0,-0.08,2868,3.4,1325,70.16,452.52
1070,Gadar 2 (2024),Hindi,Romance,113.56,2022,103,7.8,8.6,-0.63,1665,7.0,1943,43.32,767.86
1071,Ustad Hotel (2017),Malayalam,Family,28.74,2019,105,4.2,3.5,-0.48,2337,7.8,842,14.07,92.28
1072,Enthiran (2025),Hindi,Drama,74.38,2017,151,6.4,5.3,-0.47,2117,9.0,10,35.48,223.35
1073,Raees (2011),Bengali,Family,7.38,2010,126,8.0,9.3,0.01,3845,6.9,3033,6.64,99.47
1074,Angamaly Diaries (2013) (2014),Tamil,Drama,35.08,2010,132,6.2,7.2,-0.32,1510,6.7,10,31.57,75.48
1075,Mersal (2025),Hindi,Thriller,242.11,2022,166,4.2,4.6,-0.58,2997,6.8,10,12.81,1300.58
1076,Bangalore Days (2014),Tamil,Action,36.72,2020,145,8.6,10.0,0.36,3013,7.3,10,33.05,92.01
1077,War (2011),Hindi,Thriller,157.91,2022,151,7.4,9.0,-0.81,3084,4.1,1146,35.98,465.13
1078,Haider (2022),Hindi,Thriller,128.94,2019,144,7.1,7.3,0.76,2023,7.5,1310,39.9,860.96
1079,Badhaai Ho (2022),Hindi,Thriller,267.79,2024,138,8.0,7.7,-0.02,1505,5.3,2305,57.72,984.47
1080,Jhund (2019),Tamil,Drama,35.79,2020,151,5.4,7.4,0.03,1921,6.4,725,32.21,174.95
1081,Neerja (2017),Hindi,Musical,170.62,2021,114,6.8,7.4,-0.69,3440,5.7,10,62.48,1111.13
1082,Haider (2011),Hindi,Musical,117.67,2014,152,8.5,8.8,0.49,1801,6.8,10,23.46,868.97
1083,Haider (2020),Malayalam,Action,51.98,2017,124,9.1,10.0,0.27,2567,6.0,1535,34.29,99.91
1084,Baahubali: The Beginning (2015),Telugu,Drama,25.56,2011,141,7.7,10.0,0.9,1794,3.8,2021,23.0,80.15
1085,Barfi! (2020) (2025),Hindi,Action,16.73,2021,126,8.2,8.0,-0.25,3325,5.9,4549,15.06,308.3
1086,Drishyam (2023) (2021),Tamil,Family,67.88,2023,155,8.5,8.5,0.39,363,5.3,1557,61.09,262.67
1087,Ek Villain (2020),Hindi,Musical,13.72,2010,155,5.9,6.3,0.89,2034,5.7,2565,12.35,130.65
1088,Madras (2025),Telugu,Romance,34.67,2011,143,6.6,5.0,-0.07,443,6.2,10,26.63,24.91
1089,Premam (2015) (2022),Tamil,Romance,46.54,2013,172,6.5,8.7,-0.34,1574,8.1,988,26.65,138.19
1090,Bareilly Ki Barfi (2022),Telugu,Romance,47.58,2017,96,6.4,6.7,0.06,979,8.2,3514,30.52,179.67
1091,Sanju (2014),Malayalam,Drama,12.6,2014,119,5.1,5.6,0.17,1000,2.1,1370,11.34,45.19
1092,Bangalore Days (2011) (2013),Kannada,Action,33.68,2018,120,4.6,5.1,-0.27,1573,6.4,5197,30.31,213.86
1093,Master (2023) (2020),Hindi,Romance,64.61,2010,125,7.2,9.5,0.8,2930,9.0,957,13.82,233.78
1094,Padmaavat (2017) (2021),Malayalam,Comedy,21.49,2016,134,7.6,10.0,-0.5,1569,7.2,4093,1.94,112.46
1095,Kahaani (2014),Telugu,Romance,26.06,2017,128,6.9,6.8,-0.28,2725,7.9,1366,23.45,134.96
1096,Aruvi (2019),Marathi,Thriller,82.92,2023,144,4.4,4.7,-0.22,508,6.1,1876,62.09,177.19
1097,Kabir Singh (2016),Hindi,Crime,110.32,2011,147,8.3,8.2,-0.34,1581,9.7,4341,47.23,403.18
1098,Bangalore Days (2011) (2019),Bengali,Comedy,73.07,2023,150,4.0,5.5,0.41,3832,5.5,170,35.0,69.18
1099,Bajrangi Bhaijaan (2017) (2020),Hindi,Crime,215.63,2012,152,6.5,7.5,-0.38,1353,7.0,945,4.26,1365.64
1100,Maheshinte Prathikaaram (2010) (2023),Malayalam,Comedy,28.15,2023,150,6.8,6.0,-0.79,1180,5.7,10,25.34,116.61
1101,Maheshinte Prathikaaram (2024),Tamil,Drama,27.05,2012,136,6.0,6.3,-0.12,915,5.2,686,24.35,86.72
1102,Happy New Year (2013),Tamil,Crime,27.32,2022,153,5.5,6.6,0.59,952,7.7,10,24.59,32.33
1103,Dabangg (2023),Bengali,Action,22.21,2013,135,5.5,4.8,0.54,2899,5.6,10,19.99,46.64
1104,Roberrt (2022),Kannada,Musical,42.31,2010,192,6.9,7.8,0.81,829,4.2,3374,38.08,239.25
1105,Raanjhanaa (2016),Tamil,Drama,43.02,2016,137,6.2,6.6,0.5,557,8.0,10,38.72,133.79
1106,Asuran (2023) (2025),Marathi,Romance,76.29,2014,139,5.4,5.6,-0.11,1755,7.1,10,15.17,134.71
1107,Yeh Jawaani Hai Deewani (2023),Malayalam,Thriller,63.66,2020,128,7.4,6.6,-0.86,3940,7.2,299,57.29,57.17
1108,Yeh Jawaani Hai Deewani (2020) (2010),Hindi,Action,101.32,2018,145,8.9,8.2,-0.96,1589,5.4,1064,62.94,230.3
1109,PK (2017),Telugu,Comedy,22.83,2012,141,9.5,9.7,1.0,1728,6.0,10,20.55,55.53
1110,Ra.One (2021),Marathi,Drama,76.93,2020,113,8.6,8.4,0.83,1516,4.6,5295,46.07,459.78
1111,Soorarai Pottru (2023) (2017),Malayalam,Comedy,57.77,2017,142,5.4,6.5,-0.86,2405,8.1,10,3.23,87.24
1112,Shershaah (2012),Telugu,Romance,25.26,2018,118,6.6,6.9,-0.0,1089,8.0,3222,22.73,146.67
1113,Highway (2012),Hindi,Crime,259.98,2024,138,9.2,10.0,0.77,3128,6.8,4451,66.06,1251.5
1114,Queen (2014) (2016),Telugu,Romance,59.41,2023,133,4.1,4.2,0.39,1226,10.0,3711,15.26,189.91
1115,The Lunchbox (2018),Bengali,Family,20.37,2021,137,4.0,4.3,0.95,3093,6.1,1938,18.33,152.11
1116,Stree (2021),Telugu,Thriller,92.59,2012,139,4.6,3.5,-0.62,2900,10.0,10,20.26,220.38
1117,Mersal (2024),Tamil,Action,53.27,2012,108,7.8,6.7,0.22,1785,5.2,4545,47.94,163.9
1118,Lucifer (2022),Malayalam,Action,19.69,2011,143,7.1,5.8,-0.61,1979,7.5,10,3.72,40.1
1119,Uri: The Surgical Strike (2013),Hindi,Action,257.65,2023,128,7.4,10.0,0.8,4607,7.2,5845,60.06,956.93
1120,English Vinglish (2017) (2025),Hindi,Drama,76.01,2020,155,5.9,7.5,-0.12,1170,7.1,711,49.94,465.43
1121,Mary Kom (2020),Hindi,Family,58.16,2021,119,5.8,6.3,-0.26,2205,8.1,40,52.34,296.79
1122,Soorarai Pottru (2023) (2010),Tamil,Crime,78.25,2017,118,7.2,5.9,0.62,2182,8.2,740,30.84,238.0
1123,Raanjhanaa (2015),Hindi,Family,155.58,2018,161,4.6,5.7,0.84,3961,7.8,2106,47.16,365.91
1124,Rockstar (2022) (2019),Hindi,Family,180.08,2016,125,5.4,6.6,-0.95,1458,6.5,1134,51.37,652.57
1125,Rustom (2010),Hindi,Drama,259.14,2020,147,7.6,6.3,-0.55,3551,7.3,2009,35.24,469.97
1126,Uri: The Surgical Strike (2019),Hindi,Thriller,16.84,2024,162,7.4,6.5,0.08,1313,5.0,3378,15.16,204.96
1127,Toofan (2020),Kannada,Comedy,28.84,2025,160,4.7,5.1,0.4,1204,3.3,1209,25.96,64.3
1128,Soorarai Pottru (2023),Malayalam,Thriller,76.9,2024,157,5.8,7.3,-0.93,1130,6.9,1603,69.21,92.01
1129,Soorarai Pottru (2023) (2024),Malayalam,Thriller,19.1,2017,142,5.6,5.1,0.75,953,6.5,10,17.19,49.9
1130,Thuppakki (2021),Bengali,Drama,76.41,2018,140,7.4,7.5,0.58,875,2.1,10,44.76,142.49
1131,Uri: The Surgical Strike (2014) (2020),Hindi,Crime,111.17,2024,128,5.8,7.1,-0.37,2503,9.2,2587,32.18,408.55
1132,Ustad Hotel (2018) (2022),Hindi,Action,252.46,2025,161,7.4,8.2,0.42,1805,2.6,10,73.54,1012.88
1133,Kahaani (2022),Telugu,Drama,72.54,2015,157,5.8,5.7,-0.07,873,2.7,10,35.86,299.69
1134,RRR (2010),Telugu,Romance,5.64,2020,137,7.5,9.0,0.22,1868,2.9,3165,5.08,55.77
1135,Robot (Enthiran) (2024),Telugu,Comedy,80.27,2017,129,5.5,6.2,0.55,1635,5.6,4468,26.05,288.42
1136,Drishyam 2 (2025),Malayalam,Drama,98.0,2011,134,5.9,6.2,-0.73,3184,4.2,958,16.42,125.82
1137,Lucifer (2021) (2020),Tamil,Action,79.4,2025,155,5.7,5.0,-0.24,1845,5.3,1053,9.27,358.27
1138,Soodhu Kavvum (2016),Hindi,Drama,180.67,2015,134,6.4,5.1,-0.13,2918,4.5,1460,39.14,811.09
1139,Drishyam (2011),Tamil,Action,4.36,2019,100,8.8,9.8,0.5,1542,5.7,1855,3.92,50.11
1140,Arjun Reddy (2010) (2011),Hindi,Comedy,246.59,2023,115,6.5,5.1,-0.59,4084,9.7,10,6.14,902.79
1141,Thuppakki (2013),Hindi,Romance,112.98,2020,127,8.5,9.2,-0.5,2157,4.6,335,58.06,476.34
1142,Krrish 3 (2022),Hindi,Romance,239.22,2024,159,8.8,8.0,-0.28,3530,8.3,10,13.35,459.84
1143,Maheshinte Prathikaaram (2024),Malayalam,Romance,45.24,2024,145,6.5,7.2,-0.2,1042,9.2,1643,13.01,161.09
1144,Raid (2022),Tamil,Family,49.82,2018,131,6.8,6.7,-0.01,545,5.1,3204,44.84,240.04
1145,Chennai Express (2017) (2020),Hindi,Action,51.95,2025,131,7.9,7.9,0.15,2638,3.7,10,46.76,237.29
1146,Fukrey (2025),Telugu,Action,4.37,2021,148,7.7,8.3,-0.73,3326,6.7,1336,3.93,41.03
1147,Drishyam (Malayalam) (2024),Tamil,Drama,42.41,2024,137,6.6,6.8,0.46,1680,1.0,2846,38.17,172.38
1148,Housefull 3 (2015),Hindi,Romance,78.37,2014,147,5.6,4.4,-0.38,2238,5.8,3563,50.09,377.89
1149,Premam (2012),Malayalam,Thriller,60.23,2010,138,6.3,5.2,-0.51,1275,4.0,6553,53.55,374.06
1150,War (2023),Hindi,Family,165.96,2013,145,6.3,5.7,-0.44,3798,7.8,2088,26.66,874.44
1151,Gully Boy (2024) (2021),Hindi,Biopic,62.57,2022,138,5.9,4.5,0.08,2785,5.8,2000,25.1,192.63
1152,Andhadhun (2024),Malayalam,Action,95.83,2025,145,7.1,8.0,0.01,2003,1.0,10,27.12,113.38
1153,Singham (2020),Hindi,Drama,220.3,2016,154,8.1,10.0,-0.98,2683,6.7,2245,2.11,747.98
1154,Housefull 3 (2015),Hindi,Romance,273.86,2011,144,7.9,7.5,-0.06,1736,4.6,4096,19.22,2159.67
1155,Barfi! (2020) (2018),Tamil,Action,6.45,2019,143,6.4,6.8,-0.98,396,6.5,10,5.81,24.66
1156,Kaithi (2016) (2012),Telugu,Drama,50.95,2014,129,7.3,8.1,-0.37,3560,7.8,2921,45.86,184.44
1157,My Name Is Khan (2019),Hindi,Drama,213.72,2011,136,6.7,3.5,-0.3,498,5.6,1756,16.8,272.61
1158,Gadar 2 (2015),Telugu,Romance,31.22,2011,118,6.3,6.6,0.24,3342,7.3,10,28.1,162.11
1159,Chennai Express (2011),Hindi,Thriller,255.78,2014,122,5.1,7.5,-0.59,2557,6.5,2832,50.2,1157.18
1160,Jailer (2025) (2012),Tamil,Drama,27.08,2011,133,6.6,7.2,-0.07,841,6.7,2933,22.61,180.67
1161,Newton (2010),Hindi,Romance,266.59,2023,151,5.7,4.9,-0.43,2834,4.0,1105,73.11,1179.04
1162,Tanhaji (2017),Hindi,Action,190.38,2022,140,8.4,8.5,0.67,3117,4.0,2542,73.48,758.85
1163,Raanjhanaa (2011),Malayalam,Musical,55.59,2015,133,5.6,6.2,0.24,2277,9.1,10,14.88,79.19
1164,Chennai Express (2021),Hindi,Thriller,208.45,2019,146,8.6,7.9,-0.36,2931,5.0,1304,4.36,691.03
1165,Premam (2017),Malayalam,Family,83.84,2011,135,6.9,7.3,0.99,2648,6.2,4623,31.45,435.01
1166,Mersal (2023),Hindi,Biopic,296.55,2023,147,8.0,8.8,0.39,2024,5.7,2226,27.04,2573.37
1167,Rockstar (2022) (2022),Marathi,Biopic,91.09,2024,162,6.2,5.4,0.45,1708,9.5,2536,33.72,115.82
1168,Vada Chennai (2017),Marathi,Drama,82.78,2018,169,7.2,9.4,-0.93,1916,3.6,1198,65.97,141.75
1169,Drishyam 2 (2020),Tamil,Family,22.36,2023,155,4.5,4.6,0.53,2479,4.4,2493,20.12,130.88
1170,Arjun Reddy (2010) (2011),Marathi,Action,71.75,2025,117,6.7,7.3,-0.21,2437,2.9,2618,55.34,125.62
1171,Thondimuthalum Driksakshiyum (2025) (2012),Tamil,Action,66.64,2012,173,6.1,6.4,-0.32,2196,6.6,10,49.76,201.58
1172,Mubarakan (2025),Malayalam,Action,44.65,2013,113,6.2,7.9,0.16,6,3.2,4083,25.61,149.57
1173,Kabali (2021) (2014),Hindi,Thriller,233.79,2017,128,6.8,8.3,0.88,2625,3.1,2772,67.01,812.97
1174,Padmaavat (2021),Telugu,Thriller,20.66,2024,137,4.8,7.3,0.37,1577,5.8,209,18.59,29.78
1175,Chhichhore (2012),Tamil,Drama,74.09,2021,126,7.3,6.3,-0.43,2384,4.0,2144,3.46,218.16
1176,English Vinglish (2017) (2023),Malayalam,Family,34.85,2023,130,7.3,7.6,0.3,1659,4.2,2599,31.37,79.13
1177,Chennai Express (2018),Hindi,Drama,51.71,2012,140,4.8,6.9,-0.9,1510,1.8,1442,46.54,126.28
1178,Thondimuthalum Driksakshiyum (2025) (2010),Malayalam,Romance,70.46,2020,130,7.0,5.8,-0.09,3266,6.9,824,47.1,170.42
1179,Bhool Bhulaiyaa (2021),Hindi,Crime,93.98,2021,140,7.8,8.4,0.42,2791,8.5,1636,20.73,656.64
1180,Housefull 3 (2013),Hindi,Crime,96.61,2022,133,3.9,5.5,-0.62,2319,6.7,2541,57.95,295.99
1181,Paan Singh Tomar (2015),Hindi,Romance,55.29,2015,138,5.9,6.7,-0.8,2418,2.6,1857,30.28,382.88
1182,Baahubali 2: The Conclusion (2019) (2018),Kannada,Musical,87.36,2024,155,5.5,6.2,-0.5,3045,5.9,2699,10.82,143.16
1183,Sairat (2021) (2024),Marathi,Drama,77.0,2012,140,6.6,9.1,-0.52,597,6.8,675,63.97,316.44
1184,Fukrey Returns (2011),Marathi,Crime,19.32,2019,133,6.0,6.4,-0.5,717,5.5,42,17.39,41.13
1185,Toilet: Ek Prem Katha (2017),Hindi,Thriller,194.44,2022,122,6.5,7.3,-0.76,3820,8.1,3607,44.1,296.07
1186,RRR (2025),Telugu,Thriller,21.94,2022,129,5.4,6.5,0.69,3853,7.0,986,19.75,49.87
1187,Special 26 (2014),Hindi,Drama,104.19,2024,149,9.6,10.0,0.43,1019,4.1,10,23.36,127.59
1188,Bajrangi Bhaijaan (2023),Malayalam,Drama,13.79,2022,155,6.7,8.4,-0.54,2744,7.0,202,12.41,25.7
1189,Newton (2011),Hindi,Thriller,245.67,2014,133,6.4,5.5,-0.5,2563,3.6,1844,22.98,982.49
1190,Mimi (2024),Tamil,Thriller,31.29,2023,155,7.0,5.9,0.36,2303,4.7,596,28.16,92.55
1191,Ek Tha Tiger (2015),Hindi,Thriller,157.69,2012,150,6.1,6.0,-0.17,1203,5.2,2911,73.26,577.31
1192,Arjun Reddy (2020),Marathi,Drama,75.51,2023,141,5.5,3.7,0.69,3197,6.0,1143,17.76,293.29
1193,Aruvi (2018),Tamil,Musical,3.7,2012,118,7.7,9.0,0.96,1773,6.5,1727,3.33,50.15
1194,Baahubali: The Beginning (2021),Kannada,Action,73.68,2014,161,6.8,7.0,0.21,281,6.9,387,24.3,101.42
1195,Singham Returns (2018),Tamil,Family,86.93,2024,151,6.7,8.6,-0.17,2790,6.6,10,71.8,200.8
1196,Karthikeya 2 (2020),Telugu,Family,38.61,2017,145,7.2,7.8,0.33,881,7.7,3418,34.75,155.78
1197,Lucifer (2021) (2017),Malayalam,Family,22.47,2013,128,8.0,8.7,0.96,2269,3.3,10,20.22,72.76
1198,Talvar (2010),Hindi,Drama,30.77,2013,148,6.9,7.4,-0.89,2732,5.0,2120,27.69,412.62
1199,Sivaji (2018),Hindi,Action,267.53,2022,139,6.1,5.6,0.68,1234,4.7,2178,39.81,1383.8
1200,Sairat (2025),Marathi,Action,7.35,2020,134,7.0,8.6,-0.04,1,5.2,849,6.62,62.59
1201,Pathaan (2015),Telugu,Drama,63.02,2014,118,6.8,8.4,0.6,3853,6.1,3634,39.48,211.07
1202,Kesari (2021),Hindi,Romance,246.15,2014,138,8.6,9.8,0.09,2688,7.3,5265,28.76,1224.75
1203,English Vinglish (2017) (2010),Hindi,Musical,32.88,2022,125,7.4,8.0,-0.47,1853,4.0,2560,7.92,180.22
1204,Drishyam (2023) (2025),Malayalam,Drama,65.72,2023,130,9.3,10.0,-0.82,98,6.4,2772,15.13,115.43
1205,Ek Villain (2011),Hindi,Comedy,59.65,2021,146,7.9,10.0,-0.43,3098,6.3,3635,33.98,520.24
1206,Baahubali: The Beginning (2018),Telugu,Drama,84.0,2019,160,6.4,5.8,0.4,56,6.7,2333,25.59,103.26
1207,Queen (2014) (2010),Tamil,Drama,76.23,2012,121,7.7,9.2,0.18,2577,9.6,10,49.77,153.85
1208,Roberrt (2013),Kannada,Drama,97.06,2011,118,7.1,5.9,0.97,1981,6.1,1627,7.05,213.43
1209,Raanjhanaa (2016) (2015),Kannada,Thriller,21.73,2023,155,5.7,6.3,-0.28,1478,2.5,2318,19.56,90.88
1210,Goliyon Ki Raasleela Ram-Leela (2011),Hindi,Romance,183.36,2025,149,8.8,9.9,-0.84,1639,9.0,1127,5.34,1179.8
1211,Padmaavat (2017) (2016),Hindi,Romance,54.55,2018,127,6.9,6.4,1.0,2673,5.0,3570,34.38,294.11
1212,Raees (2023),Hindi,Family,20.9,2011,158,5.8,6.5,-0.39,2295,8.2,1290,18.81,110.22
1213,Chhichhore (2011),Bengali,Musical,19.37,2023,143,6.7,8.9,0.21,1472,4.6,2960,17.43,119.75
1214,My Name Is Khan (2016) (2011),Bengali,Romance,46.77,2010,158,5.0,5.0,-0.95,1716,4.4,10,42.09,67.03
1215,Dum Laga Ke Haisha (2016),Telugu,Action,48.45,2015,140,6.7,8.3,-0.64,235,4.4,10,43.61,95.04
1216,Kabali (2021) (2010),Tamil,Biopic,99.75,2025,132,8.2,6.3,0.97,1895,5.1,5078,1.46,338.43
1217,Bajirao Mastani (2020),Hindi,Romance,160.91,2021,118,6.0,5.3,0.82,3015,8.2,1667,23.61,1218.73
1218,Petta (2012),Malayalam,Musical,54.59,2023,129,8.5,7.4,-0.07,4327,4.3,611,17.99,43.48
1219,Brahmastra (2015),Tamil,Action,52.01,2022,137,8.6,9.8,0.57,2522,5.4,10,19.12,165.08
1220,Paan Singh Tomar (2015),Hindi,Action,112.01,2013,114,4.8,2.5,0.66,1563,2.3,866,62.1,804.09
1221,Lootera (2016),Marathi,Romance,12.44,2023,150,6.0,7.9,-0.44,497,7.0,10,11.2,34.56
1222,Bajrangi Bhaijaan (2017) (2018),Hindi,Romance,58.79,2014,164,7.5,6.9,-0.06,1913,6.5,392,52.91,419.71
1223,Laal Singh Chaddha (2021),Hindi,Romance,160.86,2021,139,6.3,6.5,-0.63,2669,4.9,1530,41.52,977.24
1224,Gangs of Wasseypur (2017),Hindi,Drama,35.02,2014,141,5.5,6.3,-0.11,1565,8.1,4137,25.93,377.93
1225,KGF: Chapter 2 (2022) (2021),Telugu,Drama,44.88,2014,132,6.4,5.6,0.68,2036,8.4,1838,40.39,265.98
1226,Badhaai Ho (2013),Hindi,Drama,271.31,2010,112,6.3,7.2,-1.0,2410,8.1,3002,17.19,1439.34
1227,Badhaai Ho (2024),Hindi,Action,69.33,2021,153,5.1,4.7,-0.72,1746,7.3,1100,30.63,206.83
1228,Brahmastra: Part One (2016),Tamil,Drama,91.49,2023,157,7.8,6.6,0.26,1503,8.9,1037,73.41,283.59
1229,Housefull 3 (2025),Hindi,Drama,33.84,2019,122,8.8,8.7,0.69,14,6.0,3085,30.46,307.82
1230,Premam (Telugu remake) (2015),Malayalam,Romance,70.7,2016,123,8.4,6.9,-0.53,789,9.8,640,59.49,277.8
1231,Soodhu Kavvum (2015),Hindi,Comedy,251.33,2022,138,7.3,8.2,-0.08,2000,1.8,1588,3.01,1121.09
1232,Raanjhanaa (2016) (2024),Malayalam,Romance,96.07,2011,153,5.5,5.3,0.61,1177,4.9,925,41.86,328.81
1233,Rockstar (2024),Hindi,Family,144.84,2025,141,6.5,6.5,-0.86,3178,6.7,1616,77.96,482.49
1234,Talvar (2021),Hindi,Musical,27.43,2021,130,7.3,8.4,0.17,1922,4.6,10,24.69,116.5
1235,Dum Laga Ke Haisha (2023),Hindi,Drama,54.55,2010,138,7.5,7.4,0.29,2256,5.5,2450,46.54,292.87
1236,Raanjhanaa (2016),Hindi,Romance,255.24,2025,151,6.1,6.9,-0.35,4791,7.3,10,36.03,1612.17
