movie_id,title,genre,budget_million,release_year,runtime_min,critic_rating,audience_rating,review_sentiment,review_volume,star_power,social_media_buzz,marketing_spend_million,box_office_collection
2747,Quantum Rebellion (2016),Horror,80.85,2016,104,6.8,7.4,0.6,28854,0.62,152690,51.51,393.81
2748,Quantum Labyrinth (2008),Adventure,178.5,2008,160,6.0,4.3,0.29,20490,0.93,36886,9.78,450.91
2749,Infinite Shadow (2016),Drama,63.89,2016,124,8.3,8.5,-0.67,7169,0.33,2083,16.92,151.71
2750,Golden Storm (2023),Horror,89.25,2023,93,9.1,4.4,0.34,17273,0.85,126488,52.66,279.45
2751,Hidden Code (2008),Romance,107.94,2008,134,6.2,7.1,-0.22,16148,0.62,182308,16.85,306.69
2752,Midnight Dream (2008),Horror,58.24,2008,112,6.4,5.6,-0.07,5116,0.56,182973,45.21,218.51
2753,Golden Labyrinth (2000),Horror,182.16,2000,95,6.5,9.3,0.84,10367,0.61,184390,27.97,441.82
2754,Crimson Rebellion (2001),Horror,95.58,2001,159,9.3,6.6,-0.28,43237,0.59,59999,46.07,269.36
2755,Hidden Frontier (2015),Drama,87.71,2015,172,8.0,9.2,0.22,752,0.83,196290,15.48,436.02
2756,Neon Odyssey (2000),Sci-Fi,170.7,2000,140,5.4,5.7,-0.27,32982,0.95,107535,26.33,443.03
2757,Quantum Journey (2009),Action,65.84,2009,163,5.1,6.2,-0.81,8552,0.64,112961,20.45,205.26
2758,Hidden Shadow (2017),Thriller,164.41,2017,119,5.3,9.5,-0.09,20050,0.88,166190,16.44,515.18
2759,Lost Shadow (2007),Adventure,28.84,2007,165,5.5,5.2,0.19,43174,0.81,150450,20.24,210.69
2760,Silent Code (2020),Horror,40.64,2020,109,5.3,7.4,-0.18,43510,0.53,122268,20.73,129.04
2761,Fallen Whisper (2010),Adventure,190.41,2010,103,7.8,6.3,-0.22,33963,0.71,146212,57.41,377.03
2762,Lost Shadow (2022),Thriller,169.28,2022,115,4.7,8.5,0.64,22807,0.77,93565,32.93,437.08
2763,Midnight Dream (2001),Sci-Fi,80.64,2001,165,6.2,4.7,-0.94,44032,0.32,83663,28.8,25.1
2764,Eternal Rebellion (2007),Action,129.5,2007,134,7.6,6.5,-0.41,8365,0.58,37050,31.19,175.5
2765,Quantum Storm (2021),Romance,188.88,2021,171,5.7,8.1,0.62,45128,0.99,54285,59.78,601.53
2766,Hidden Whisper (2007),Thriller,46.31,2007,147,4.4,6.4,0.84,13205,0.75,138683,39.91,285.34
2767,Final Empire (2016),Adventure,16.51,2016,131,4.5,4.3,-0.18,46557,0.53,44324,42.8,148.76
2768,Dark Dream (2014),Adventure,109.81,2014,85,4.7,8.1,0.78,32286,0.48,59450,20.19,574.55
2769,Quantum Horizon (2016),Adventure,32.81,2016,142,8.8,6.9,-0.6,37922,0.45,53579,29.35,5.0
2770,Dark Labyrinth (2022),Romance,41.53,2022,94,7.8,4.1,-0.56,13718,0.58,124509,12.68,56.87
2771,Infinite Empire (2023),Thriller,178.85,2023,92,4.4,7.6,0.69,44737,0.44,62978,41.74,549.26
2772,Broken Journey (2012),Adventure,6.44,2012,110,6.3,9.3,0.81,24773,0.39,168825,21.98,176.88
2773,Midnight Storm (2018),Romance,164.28,2018,118,5.6,4.6,-0.55,30292,0.55,23140,45.4,428.67
2774,Golden Legacy (2004),Horror,105.81,2004,103,7.4,7.4,-0.88,11942,0.72,40209,14.36,137.21
2775,Golden Echo (2011),Adventure,114.06,2011,162,7.0,8.2,-0.82,44374,0.4,140048,25.4,179.43
2776,Silent Empire (2000),Thriller,135.99,2000,156,6.8,4.4,-0.48,16007,0.33,152609,29.33,255.77
2777,Infinite Code (2022),Romance,89.13,2022,85,5.8,4.1,0.52,46651,0.32,164111,11.66,254.17
2778,Fallen Horizon (2004),Sci-Fi,27.54,2004,132,4.8,6.7,0.02,10956,0.49,59826,6.04,125.91
2779,Crimson Mirage (2007),Drama,25.05,2007,109,8.3,8.6,-0.09,44340,0.43,129630,20.39,88.23
2780,Golden Mirage (2012),Romance,152.1,2012,108,9.1,4.9,0.17,12399,0.68,199557,33.6,359.65
2781,Golden Mirage (2007),Drama,48.1,2007,131,9.5,8.9,0.78,32744,0.62,191859,39.86,249.61
2782,Dark Mirage (2024),Drama,10.48,2024,168,4.3,7.8,-0.82,49489,0.53,22877,26.67,32.32
2783,Broken Storm (2022),Action,196.02,2022,178,8.3,5.9,0.39,24084,0.88,135205,31.02,715.45
2784,Silver Journey (2010),Horror,196.18,2010,153,8.2,7.0,0.85,11520,0.65,143781,33.51,615.88
2785,Neon Empire (2000),Sci-Fi,78.74,2000,151,9.5,9.6,-0.57,33483,0.36,3134,31.69,150.22
2786,Silver Whisper (2012),Drama,9.98,2012,116,5.5,5.3,0.68,14751,0.51,165450,7.24,194.49
2787,Silver Dream (2018),Comedy,146.82,2018,101,8.3,6.9,0.4,6744,0.98,172406,25.49,575.1
2788,Broken Empire (2023),Horror,167.05,2023,145,4.3,7.6,-0.97,33447,0.98,59491,13.85,557.23
2789,Silver Odyssey (2002),Drama,29.38,2002,153,7.7,4.8,-0.54,48960,0.48,23501,32.96,48.07
2790,Infinite Labyrinth (2023),Romance,31.41,2023,95,6.0,4.3,0.21,40923,0.42,164803,45.97,215.9
2791,Broken Journey (2016),Drama,165.33,2016,122,8.5,4.1,0.0,17260,0.65,131566,35.61,333.21
2792,Silver Horizon (2004),Romance,184.77,2004,152,9.0,5.9,0.06,8545,0.64,120429,14.87,534.17
2793,Silent Shadow (2019),Adventure,159.2,2019,103,6.1,4.4,-0.54,18711,0.59,27906,14.05,487.58
2794,Golden Rebellion (2020),Romance,44.15,2020,171,7.0,8.7,0.35,24656,0.67,167401,4.15,197.29
2795,Neon Shadow (2007),Comedy,85.25,2007,101,4.7,9.8,-0.47,24461,0.46,89965,26.73,149.55
2796,Silver Shadow (2013),Drama,122.16,2013,97,6.4,4.4,-0.22,44686,0.38,34596,27.11,295.21
2797,Crimson Code (2003),Drama,36.26,2003,175,6.1,6.5,-0.26,19211,0.7,150151,15.71,125.89
2798,Hidden Empire (2010),Thriller,46.07,2010,85,5.1,4.1,0.34,26578,0.95,175236,46.33,301.89
2799,Neon Journey (2019),Horror,60.16,2019,86,9.2,4.8,-0.82,14010,0.4,44233,24.42,211.82
2800,Final Storm (2014),Thriller,104.36,2014,166,4.9,5.9,-0.59,30020,0.79,154230,40.83,254.31
2801,Lost Echo (2018),Action,104.61,2018,150,7.7,6.3,-0.6,25828,0.61,37233,39.12,234.54
2802,Final Shadow (2006),Romance,163.79,2006,152,9.2,9.5,-0.78,24468,0.51,181489,37.07,306.46
2803,Neon Empire (2018),Comedy,151.84,2018,100,9.3,6.3,-0.58,25325,0.9,166129,54.67,276.88
2804,Midnight Empire (2018),Thriller,183.18,2018,88,8.6,6.9,0.21,48517,0.62,129287,2.92,643.06
2805,Golden Dream (2010),Drama,167.42,2010,141,5.0,5.4,0.46,7772,0.71,170251,5.95,523.19
2806,Silver Frontier (2004),Action,54.51,2004,157,8.7,4.0,0.32,36088,0.61,28967,43.88,270.03
2807,Broken Echo (2004),Comedy,69.6,2004,169,5.6,9.2,-0.05,38004,0.36,83392,22.5,159.09
2808,Hidden Dream (2021),Sci-Fi,102.58,2021,107,9.3,4.5,-0.9,39738,0.72,105846,59.22,193.34
2809,Lost Labyrinth (2007),Drama,7.78,2007,86,8.1,9.6,0.92,25965,0.59,186416,14.55,241.01
2810,Lost Whisper (2009),Drama,181.26,2009,151,8.6,4.8,-0.66,47383,0.36,77303,12.64,368.69
2811,Dark Horizon (2005),Adventure,13.65,2005,171,4.5,7.5,0.34,45462,0.72,2896,36.12,154.68
2812,Silent Mirage (2014),Sci-Fi,67.88,2014,110,7.4,9.8,0.83,31142,0.31,151610,18.21,170.87
2813,Silver Code (2015),Romance,115.99,2015,91,8.8,4.8,0.4,7020,0.45,59233,21.75,216.24
2814,Infinite Odyssey (2016),Romance,105.98,2016,128,9.0,6.5,-0.56,28799,0.85,143763,55.42,311.22
2815,Final Rebellion (2007),Thriller,132.62,2007,117,4.2,8.5,-0.37,44546,0.33,84531,3.52,292.93
2816,Hidden Empire (2007),Thriller,107.87,2007,148,9.4,4.2,-0.94,49527,0.75,154890,32.81,158.28
2817,Crimson Odyssey (2024),Drama,49.66,2024,120,4.3,8.0,0.23,19627,0.96,152932,21.42,292.26
2818,Silver Shadow (2008),Horror,44.21,2008,88,7.6,4.5,0.23,5076,0.42,196122,22.07,154.7
2819,Crimson Mirage (2001),Drama,181.91,2001,107,8.0,5.4,0.45,7683,0.59,164178,16.37,322.09
2820,Crimson Shadow (2014),Thriller,56.47,2014,109,4.6,4.9,-0.98,11314,0.7,25761,9.82,170.77
2821,Infinite Mirage (2017),Sci-Fi,59.79,2017,174,4.3,9.3,0.64,26852,0.62,168173,4.0,313.47
2822,Hidden Empire (2002),Thriller,85.53,2002,176,8.6,5.0,0.48,48906,0.73,4213,59.29,448.0
2823,Broken Legacy (2016),Drama,32.19,2016,176,6.2,4.2,-0.72,12096,0.58,119703,40.3,130.41
2824,Final Empire (2003),Comedy,103.92,2003,169,4.6,7.4,-0.3,16044,0.4,116979,47.08,208.67
2825,Golden Rebellion (2003),Drama,134.68,2003,158,8.4,6.0,0.28,24639,0.36,30676,5.77,441.88
2826,Crimson Journey (2013),Comedy,158.27,2013,111,8.9,6.4,-0.01,36364,0.82,12240,2.86,449.72
2827,Golden Whisper (2008),Comedy,143.73,2008,135,7.4,4.7,-0.77,25074,0.47,123737,36.82,157.08
2828,Quantum Shadow (2008),Drama,33.79,2008,163,4.9,8.3,-0.83,1585,0.89,146978,43.98,124.96
2829,Infinite Odyssey (2024),Horror,93.93,2024,165,4.1,7.5,0.56,31189,0.82,99065,24.9,377.52
2830,Final Frontier (2022),Horror,12.52,2022,153,8.1,6.1,-0.69,36997,0.33,86022,24.49,20.23
2831,Lost Storm (2017),Action,8.47,2017,164,7.2,5.0,-0.66,21212,0.44,152074,24.3,5.0
2832,Golden Labyrinth (2009),Thriller,90.83,2009,107,7.8,7.4,0.66,1987,0.5,21227,10.86,425.28
2833,Silver Storm (2020),Horror,54.33,2020,93,8.7,8.5,0.22,9040,0.72,117332,45.73,302.02
2834,Crimson Code (2003),Romance,138.26,2003,117,6.5,5.8,0.21,40721,0.87,1654,14.48,495.03
2835,Crimson Echo (2011),Drama,146.23,2011,119,4.7,4.1,-0.04,25489,0.34,197649,20.82,241.52
2836,Crimson Mirage (2007),Comedy,179.6,2007,134,9.5,5.2,0.14,16455,0.47,65698,40.93,461.8
2837,Silent Frontier (2001),Drama,153.33,2001,108,7.2,8.0,0.2,27529,0.56,119472,2.01,543.35
2838,Quantum Frontier (2021),Thriller,14.41,2021,172,7.6,9.7,0.94,44912,0.43,119639,46.44,278.37
2839,Eternal Storm (2012),Sci-Fi,77.47,2012,108,9.4,4.1,-0.55,40605,0.68,191239,54.15,159.87
2840,Silent Rebellion (2020),Horror,58.24,2020,103,9.4,5.8,-0.57,46869,0.63,14135,4.99,149.49
2841,Fallen Frontier (2015),Horror,80.3,2015,123,7.3,4.4,-0.89,7602,0.52,199121,36.31,203.69
2842,Eternal Legacy (2001),Horror,36.21,2001,145,5.7,5.8,0.32,1509,0.66,87686,25.69,194.66
2843,Midnight Shadow (2010),Comedy,24.05,2010,109,9.8,6.4,0.1,21266,0.55,86656,6.55,77.75
2844,Eternal Storm (2009),Romance,106.59,2009,179,7.9,9.3,-0.78,23589,0.54,65183,41.57,218.48
2845,Crimson Code (2014),Adventure,145.47,2014,109,6.4,4.5,-0.27,9473,0.49,141544,37.51,382.29
2846,Infinite Labyrinth (2016),Romance,141.87,2016,111,7.2,8.5,-0.64,3579,0.68,38692,39.27,247.64
2847,Silver Frontier (2007),Horror,92.93,2007,116,6.4,6.3,-0.34,21336,0.61,28714,49.18,170.26
2848,Infinite Legacy (2017),Romance,106.84,2017,95,9.2,8.7,0.9,12667,0.44,173251,18.64,366.23
2849,Quantum Storm (2022),Sci-Fi,105.68,2022,153,6.8,7.0,0.37,2686,0.31,192810,41.27,274.17
2850,Infinite Shadow (2008),Horror,139.86,2008,117,8.8,4.2,-0.98,44779,0.41,54161,45.11,308.36
2851,Hidden Labyrinth (2024),Action,14.35,2024,103,8.9,9.5,-0.49,47120,0.33,87879,11.79,121.21
2852,Infinite Mirage (2007),Comedy,143.43,2007,100,8.8,4.5,-0.98,9898,0.6,45767,57.51,166.44
2853,Dark Frontier (2013),Sci-Fi,118.53,2013,95,8.2,7.5,0.43,5018,0.46,27608,21.72,258.22
2854,Quantum Mirage (2024),Adventure,43.63,2024,159,9.0,9.1,-0.06,45952,0.59,100933,43.4,294.55
2855,Broken Storm (2017),Comedy,14.57,2017,158,6.2,4.5,0.99,49956,0.53,155682,45.73,200.84
2856,Hidden Rebellion (2021),Adventure,26.16,2021,153,4.7,7.2,0.47,36722,0.68,135321,31.23,222.99
2857,Silent Labyrinth (2019),Horror,107.31,2019,171,8.9,8.8,0.04,6582,0.81,17844,9.47,263.86
2858,Silent Shadow (2019),Sci-Fi,152.89,2019,139,6.9,9.7,0.61,38617,0.64,83209,17.99,408.36
2859,Broken Journey (2020),Horror,70.26,2020,109,4.7,8.2,0.41,34118,0.34,196907,15.59,156.68
2860,Neon Labyrinth (2011),Adventure,78.93,2011,177,4.7,5.6,-0.51,22611,0.31,162973,32.08,15.3
2861,Silver Shadow (2018),Adventure,187.16,2018,161,4.9,8.1,0.06,25570,0.45,60857,17.15,599.82
2862,Fallen Labyrinth (2013),Sci-Fi,46.54,2013,118,8.4,8.1,0.11,20439,0.6,1223,33.71,230.72
2863,Midnight Empire (2016),Horror,25.23,2016,96,8.1,8.1,-0.1,49319,0.33,3445,18.72,105.21
2864,Eternal Odyssey (2023),Action,71.96,2023,172,5.2,9.0,-0.64,8040,0.53,123015,2.06,180.83
2865,Silent Echo (2020),Comedy,150.45,2020,105,8.9,4.5,-0.55,20033,0.92,83373,23.07,325.71
2866,Dark Frontier (2002),Sci-Fi,127.09,2002,113,5.6,4.6,-0.44,47930,0.36,177490,37.2,311.25
2867,Silent Shadow (2022),Action,86.08,2022,135,8.6,7.7,-0.98,3847,0.96,31544,46.87,123.78
2868,Crimson Dream (2006),Drama,193.13,2006,107,6.8,9.5,0.83,48979,0.9,98031,3.65,712.95
2869,Hidden Journey (2016),Horror,148.32,2016,117,8.2,6.7,0.37,4449,0.88,192138,16.98,505.23
2870,Golden Horizon (2011),Thriller,17.06,2011,92,6.2,9.6,0.38,30377,0.9,137983,59.16,236.87
2871,Infinite Journey (2008),Sci-Fi,150.2,2008,126,6.0,9.4,0.14,17388,0.36,111594,17.19,263.65
2872,Golden Odyssey (2014),Romance,9.69,2014,161,8.9,9.2,0.38,29778,0.41,144952,47.08,150.0
2873,Silver Echo (2017),Action,131.81,2017,153,4.2,9.3,0.96,8265,0.39,45835,31.54,356.51
2874,Quantum Labyrinth (2020),Action,46.04,2020,125,9.7,9.2,-0.23,30584,0.38,157338,9.09,60.67
2875,Dark Labyrinth (2012),Sci-Fi,140.81,2012,158,7.8,8.8,0.43,36674,0.53,6479,39.32,445.4
2876,Lost Horizon (2020),Adventure,65.41,2020,147,6.5,8.0,-0.28,44164,0.88,124728,58.05,282.45
2877,Midnight Dream (2007),Action,175.24,2007,98,7.6,4.1,0.71,32491,0.48,113568,53.44,365.02
2878,Hidden Horizon (2013),Drama,70.7,2013,172,4.7,4.8,0.72,45224,0.47,4386,42.04,236.82
2879,Midnight Dream (2007),Action,125.84,2007,146,7.0,4.8,0.8,48134,0.77,54853,31.7,445.58
2880,Eternal Frontier (2013),Thriller,60.76,2013,159,9.7,4.1,-0.99,5757,0.37,153280,20.52,160.27
2881,Silent Rebellion (2006),Thriller,183.86,2006,130,5.4,4.7,-0.4,34847,0.55,39933,22.7,406.2
2882,Silver Code (2022),Adventure,157.29,2022,151,8.2,9.3,-0.73,49572,0.51,150924,22.08,427.63
2883,Quantum Empire (2011),Horror,52.44,2011,177,6.5,7.9,-0.09,49965,0.89,187314,55.48,219.83
2884,Crimson Odyssey (2010),Horror,190.02,2010,137,7.8,5.8,-0.01,37583,0.66,161893,14.26,517.19
2885,Hidden Journey (2021),Adventure,74.65,2021,136,5.2,8.6,-0.49,35955,0.75,66291,23.93,255.67
2886,Lost Empire (2021),Romance,132.11,2021,178,6.7,6.8,0.45,38791,0.39,92540,27.05,420.28
2887,Eternal Storm (2010),Drama,149.86,2010,91,9.7,4.8,-0.46,10410,0.95,183539,25.72,420.9
2888,Golden Mirage (2024),Thriller,9.47,2024,165,5.1,9.1,0.71,31104,0.53,21309,2.24,125.72
2889,Crimson Mirage (2021),Adventure,192.0,2021,168,7.7,6.0,-0.64,21383,0.79,179790,17.72,409.59
2890,Silver Empire (2012),Sci-Fi,72.17,2012,138,7.3,8.1,-0.27,28702,0.97,44575,30.92,252.18
2891,Midnight Journey (2017),Comedy,42.01,2017,95,7.3,5.7,0.24,32156,0.66,50890,46.11,258.95
2892,Neon Dream (2001),Comedy,170.89,2001,109,7.6,6.9,0.21,24611,0.66,170065,35.03,486.33
2893,Crimson Labyrinth (2020),Comedy,142.07,2020,143,6.9,8.7,-0.84,42283,0.38,104055,24.32,265.34
2894,Quantum Horizon (2014),Horror,21.91,2014,172,4.1,4.9,0.69,37583,0.57,97800,40.58,235.94
2895,Midnight Journey (2019),Sci-Fi,27.82,2019,150,9.2,9.7,0.2,35682,0.9,57948,40.62,143.74
2896,Silver Journey (2017),Action,144.46,2017,111,8.8,4.4,0.74,13771,0.39,68754,16.38,370.98
2897,Hidden Labyrinth (2014),Sci-Fi,19.58,2014,167,5.0,7.1,0.74,39074,0.94,146741,8.02,242.37
2898,Golden Dream (2018),Action,183.85,2018,142,6.4,9.3,0.09,49639,0.77,139987,48.58,497.92
2899,Silent Odyssey (2022),Comedy,149.6,2022,177,8.5,9.5,0.82,28179,0.59,187767,32.73,465.55
2900,Golden Odyssey (2023),Romance,70.42,2023,95,9.7,5.3,0.7,11758,0.68,110735,12.24,365.78
2901,Dark Horizon (2011),Romance,75.77,2011,139,9.5,4.8,0.92,2259,0.41,198482,17.2,194.09
2902,Infinite Mirage (2012),Adventure,103.77,2012,103,9.2,8.2,0.7,36393,0.45,32577,46.45,373.93
2903,Lost Journey (2021),Action,75.39,2021,176,4.9,4.2,0.64,29128,0.5,140598,39.89,474.12
2904,Fallen Rebellion (2010),Comedy,157.78,2010,123,9.3,6.8,-0.06,30175,0.57,170827,56.82,543.25
2905,Dark Shadow (2004),Sci-Fi,195.07,2004,169,9.1,8.6,-0.58,19165,0.94,100482,28.97,587.33
2906,Dark Echo (2000),Romance,118.98,2000,174,6.2,7.2,0.82,38497,0.56,196311,5.03,533.77
2907,Fallen Whisper (2023),Action,91.98,2023,170,6.3,5.1,0.45,11726,0.67,83549,42.62,255.26
2908,Final Whisper (2002),Adventure,48.44,2002,154,6.7,6.8,-0.44,48482,0.41,164920,16.78,50.86
2909,Hidden Frontier (2021),Sci-Fi,132.42,2021,95,7.8,9.3,-0.32,18007,0.82,34677,20.78,430.63
2910,Broken Dream (2018),Comedy,138.69,2018,98,5.5,7.6,0.37,6331,0.69,173481,13.41,606.57
2911,Quantum Rebellion (2022),Drama,138.61,2022,144,4.1,8.2,-0.04,1734,0.61,167910,19.92,357.04
2912,Fallen Horizon (2006),Comedy,10.26,2006,120,4.8,6.0,-0.84,40838,0.96,94082,50.11,85.53
2913,Lost Rebellion (2011),Horror,180.33,2011,125,6.6,5.1,-0.72,6456,0.92,104733,35.45,366.46
2914,Infinite Mirage (2014),Comedy,70.93,2014,86,5.6,5.5,0.49,27778,0.76,152534,8.33,329.49
2915,Silver Frontier (2024),Adventure,150.11,2024,141,8.4,7.1,-0.34,19189,0.95,64319,36.02,530.38
2916,Eternal Horizon (2004),Sci-Fi,153.16,2004,144,4.6,5.6,0.02,1768,0.7,84899,38.75,357.08
2917,Eternal Storm (2014),Adventure,131.86,2014,104,9.3,7.1,0.53,21981,0.88,136847,53.32,586.99
2918,Neon Shadow (2007),Sci-Fi,82.0,2007,106,9.2,8.1,0.5,20105,0.59,61739,51.86,275.35
2919,Final Rebellion (2009),Thriller,123.63,2009,88,9.3,8.3,-0.67,21603,0.36,1729,5.65,378.21
2920,Dark Horizon (2015),Thriller,12.84,2015,140,8.3,5.0,-0.8,4694,1.0,94411,52.27,96.07
2921,Eternal Labyrinth (2007),Sci-Fi,153.57,2007,177,4.6,8.4,0.18,30298,0.42,176043,4.95,319.21
2922,Midnight Journey (2000),Sci-Fi,24.42,2000,142,6.5,7.9,0.48,28870,0.48,97446,10.94,189.16
2923,Lost Code (2011),Drama,82.37,2011,172,4.8,4.1,-0.7,29154,0.41,8905,8.47,230.52
2924,Hidden Frontier (2004),Drama,25.21,2004,149,9.7,4.3,-0.26,10751,0.54,53172,12.54,74.59
2925,Midnight Code (2002),Comedy,168.23,2002,172,5.9,7.7,0.74,18133,0.5,182544,48.59,409.99
2926,Silver Dream (2000),Adventure,112.31,2000,142,7.4,6.2,0.89,4529,0.72,72868,41.79,321.59
2927,Dark Dream (2003),Horror,139.74,2003,114,8.5,4.8,-0.09,3360,1.0,37032,41.84,472.7
2928,Broken Legacy (2007),Adventure,138.1,2007,160,9.3,4.3,-0.84,4013,0.34,185832,55.48,314.45
2929,Fallen Mirage (2002),Romance,169.11,2002,103,8.4,4.9,-0.48,36487,0.84,112178,24.73,625.95
2930,Golden Dream (2009),Adventure,30.85,2009,146,7.9,9.6,-0.53,41638,0.39,184132,2.19,51.33
2931,Quantum Echo (2001),Horror,133.65,2001,152,6.7,8.2,-0.52,48634,0.31,20427,39.11,286.95
2932,Lost Odyssey (2010),Drama,117.15,2010,163,7.5,7.1,-0.01,5430,0.75,134262,52.35,302.23
2933,Broken Labyrinth (2024),Comedy,11.02,2024,168,4.5,9.5,0.17,5177,0.91,126121,58.62,157.21
2934,Crimson Legacy (2009),Horror,44.28,2009,128,9.1,7.6,-0.75,5972,0.42,77297,23.11,163.44
2935,Lost Code (2020),Adventure,57.18,2020,168,7.2,8.2,0.78,39976,0.54,151960,49.68,204.38
2936,Broken Echo (2013),Action,19.15,2013,145,4.2,5.6,0.24,24725,0.42,122994,51.26,144.49
2937,Neon Dream (2006),Thriller,74.17,2006,105,9.3,7.4,0.19,14228,0.93,30725,10.38,312.67
2938,Dark Frontier (2001),Horror,10.3,2001,94,6.8,4.8,0.97,47184,0.49,91034,38.63,105.65
2939,Fallen Labyrinth (2008),Romance,112.87,2008,114,9.0,6.3,0.26,24714,0.61,129041,12.04,296.0
2940,Crimson Shadow (2015),Comedy,46.24,2015,108,9.0,4.2,0.86,47149,0.93,45259,27.9,284.37
2941,Crimson Labyrinth (2012),Horror,60.97,2012,132,8.7,5.3,-0.43,12983,0.69,68500,53.0,267.75
2942,Crimson Code (2008),Sci-Fi,182.54,2008,139,4.4,4.4,-0.52,31544,0.95,63943,47.79,383.0
2943,Final Mirage (2019),Adventure,103.05,2019,136,5.4,6.2,0.03,35797,0.95,124296,35.08,423.6
2944,Final Dream (2003),Action,57.46,2003,122,9.1,8.9,0.02,27331,0.62,33678,48.91,206.82
2945,Eternal Rebellion (2021),Thriller,121.7,2021,151,9.2,6.2,-0.55,9627,0.71,28848,10.86,151.23
2946,Silent Echo (2009),Action,44.33,2009,177,6.7,8.8,0.4,26032,0.46,133416,13.31,163.85
2947,Fallen Code (2021),Comedy,19.51,2021,92,6.6,7.8,-0.94,2973,0.99,164537,14.11,103.96
2948,Crimson Legacy (2011),Adventure,9.08,2011,113,5.0,7.0,0.38,34353,0.49,102041,47.01,103.78
2949,Eternal Dream (2016),Drama,190.55,2016,94,9.6,5.4,-0.09,40630,0.85,44567,53.68,404.69
2950,Golden Horizon (2013),Thriller,146.3,2013,153,5.2,9.3,0.38,5162,0.52,107325,34.64,609.87
2951,Silent Echo (2013),Adventure,160.99,2013,159,5.1,4.3,-0.05,36702,0.52,174984,57.56,543.21
2952,Infinite Echo (2024),Action,196.28,2024,152,7.8,8.0,0.95,40996,0.37,154477,44.23,466.38
2953,Silent Shadow (2001),Drama,186.67,2001,133,5.4,7.6,-0.33,3165,0.69,98114,34.69,524.55
2954,Golden Labyrinth (2020),Romance,148.7,2020,142,9.4,6.6,0.97,11684,0.47,28973,37.47,478.43
2955,Infinite Odyssey (2024),Comedy,140.33,2024,119,4.1,5.4,-0.87,26177,0.4,22302,51.27,281.37
2956,Silver Odyssey (2019),Comedy,70.69,2019,134,4.0,6.5,0.37,46442,0.46,47897,7.23,187.13
2957,Dark Legacy (2010),Thriller,25.28,2010,124,6.9,9.1,-0.09,8975,0.48,38173,11.75,134.4
2958,Final Shadow (2015),Action,116.88,2015,96,6.8,8.9,0.64,30252,0.65,188007,17.45,511.4
2959,Hidden Rebellion (2018),Romance,117.37,2018,169,4.9,9.5,0.58,37739,0.57,160022,53.9,461.07
2960,Crimson Dream (2022),Sci-Fi,190.69,2022,100,6.9,5.8,0.6,23403,0.35,38560,56.81,398.02
2961,Midnight Labyrinth (2005),Thriller,91.3,2005,162,6.4,6.2,-0.81,44279,0.68,70249,22.66,189.85
2962,Eternal Echo (2023),Adventure,139.71,2023,169,9.2,4.1,0.64,17671,0.85,160396,55.58,451.73
2963,Crimson Whisper (2018),Sci-Fi,117.12,2018,132,4.1,9.5,-0.57,13160,0.7,110846,33.72,227.3
2964,Fallen Odyssey (2004),Thriller,39.47,2004,175,9.7,5.9,-0.95,43158,0.98,78524,29.45,104.46
2965,Hidden Frontier (2003),Action,120.45,2003,85,7.6,6.3,-0.56,23789,0.37,159348,50.3,237.78
2966,Neon Journey (2014),Romance,110.32,2014,149,4.9,9.3,-0.04,8488,0.87,125530,33.67,311.93
2967,Hidden Echo (2003),Action,101.31,2003,106,4.3,7.1,0.48,40474,0.65,12740,28.36,386.54
2968,Golden Labyrinth (2019),Comedy,105.12,2019,99,7.1,7.3,-0.56,32552,0.67,148759,2.93,291.44
2969,Eternal Storm (2009),Sci-Fi,36.98,2009,168,5.4,5.0,-0.77,27756,0.66,116206,2.75,118.84
2970,Quantum Odyssey (2023),Drama,95.38,2023,151,5.7,6.9,0.29,35401,0.53,30598,38.4,313.68
2971,Crimson Code (2021),Horror,123.1,2021,98,5.4,9.3,0.97,45654,0.53,119718,6.26,444.6
2972,Broken Storm (2002),Adventure,100.44,2002,157,7.8,7.2,0.2,2921,0.74,190356,44.74,389.48
2973,Midnight Echo (2004),Comedy,100.29,2004,103,7.2,5.5,0.38,47074,0.33,98335,38.1,334.47
2974,Crimson Whisper (2005),Comedy,20.12,2005,124,4.5,4.2,0.12,4431,0.71,89255,28.55,225.34
2975,Crimson Empire (2020),Sci-Fi,42.2,2020,88,7.1,6.0,0.56,6525,0.81,175910,43.17,124.01
2976,Broken Mirage (2021),Adventure,67.59,2021,117,8.6,7.3,0.95,42084,0.55,115767,59.6,406.58
2977,Silver Horizon (2007),Thriller,86.77,2007,127,4.5,4.2,0.09,40394,0.45,80131,16.29,204.58
2978,Lost Labyrinth (2006),Comedy,120.82,2006,121,9.2,7.5,-0.17,26676,0.45,64915,34.31,335.83
2979,Dark Mirage (2020),Horror,173.35,2020,150,7.4,7.0,0.72,48040,0.36,74830,50.89,494.3
2980,Dark Frontier (2009),Romance,36.04,2009,111,9.5,8.5,0.94,29857,0.36,124608,2.98,208.85
2981,Golden Mirage (2005),Comedy,7.94,2005,129,4.9,4.2,-0.74,45805,0.42,128117,13.8,38.57
2982,Midnight Labyrinth (2013),Romance,92.6,2013,165,9.8,8.5,0.16,37773,0.31,66108,32.22,233.27
2983,Silver Code (2003),Action,89.26,2003,134,7.7,7.0,0.58,23765,0.49,36218,34.03,345.16
